id,playtime_forever
0,1.3782612085342407
1,1.3614091873168945
2,0.6574951410293579
3,2.9906327724456787
4,15.796722412109375
5,3.3693528175354004
6,1.9944194555282593
7,0.0
8,2.222608804702759
9,2.9808003902435303
10,0.7286762595176697
11,0.38222959637641907
12,0.21682626008987427
13,1.2677969932556152
14,4.0523834228515625
15,0.0
16,4.124866962432861
17,1.7911218404769897
18,0.7995586395263672
19,0.260104775428772
20,0.04778021574020386
21,1.8623132705688477
22,0.6197471618652344
23,0.0
24,0.5341230630874634
25,0.7406710982322693
26,0.0
27,0.5039449334144592
28,0.4433285892009735
29,0.6540386080741882
30,5.262642860412598
31,0.4567948579788208
32,0.35055315494537354
33,0.0313819944858551
34,2.1046714782714844
35,0.0
36,0.9690738916397095
37,2.599867582321167
38,0.581354022026062
39,0.29128819704055786
40,0.48797428607940674
41,1.0542433261871338
42,4.4158220291137695
43,1.0736289024353027
44,0.4397614300251007
45,0.049251556396484375
46,0.0
47,0.23678752779960632
48,0.8595008850097656
49,11.550244331359863
50,5.1749491691589355
51,0.6057358980178833
52,0.28014224767684937
53,0.8225635290145874
54,1.2130553722381592
55,0.2301131784915924
56,4.627552032470703
57,0.4332864582538605
58,0.7807966470718384
59,0.11146703362464905
60,0.8240551948547363
61,0.0
62,0.30134260654449463
63,25.497800827026367
64,0.26206594705581665
65,1.1223390102386475
66,0.2991926670074463
67,0.3647267818450928
68,6.9214863777160645
69,0.480318158864975
70,0.48244476318359375
71,1.792759656906128
72,0.4792393147945404
73,26.962818145751953
74,4.809174060821533
75,32.789974212646484
76,4.266026020050049
77,1.6884918212890625
78,0.3105928897857666
79,0.9592571258544922
80,0.27819448709487915
81,1.8540962934494019
82,0.8692259788513184
83,2.657524347305298
84,1.6690540313720703
85,1.7631502151489258
86,0.8948578834533691
87,1.8433380126953125
88,6.987886428833008
89,5.741791725158691
