id,playtime_forever
0,4.088233333333354
1,6.239183333333324
2,4.225683333333349
3,7.010283333333302
4,11.412750000000049
5,2.6700333333333393
6,1.669016666666663
7,0.3226833333333341
8,1.7416166666666615
9,2.6591500000000003
10,0.5358333333333328
11,0.5066666666666666
12,0.3032166666666673
13,1.625399999999996
14,7.32038333333334
15,0.8396999999999959
16,2.781900000000009
17,1.752383333333324
18,1.188133333333331
19,0.5630833333333343
20,0.1550333333333335
21,2.1520166666666602
22,0.6272499999999995
23,0.37301666666666666
24,1.1408499999999986
25,0.36893333333333234
26,0.8703666666666692
27,0.5288333333333349
28,1.2230166666666675
29,0.7119833333333349
30,6.106066666666668
31,12.041766666666623
32,1.2472999999999974
33,0.7599333333333331
34,2.350716666666663
35,0.6174833333333332
36,1.3744333333333327
37,4.041483333333332
38,0.8963333333333319
39,0.39170000000000016
40,0.9638333333333342
41,1.1338500000000011
42,5.605633333333355
43,0.3903833333333333
44,1.8124999999999991
45,1.1988499999999986
46,0.19616666666666782
47,0.30401666666666627
48,1.9928333333333392
49,9.33244999999995
50,3.0488000000000137
51,0.9760166666666673
52,0.9113500000000004
53,0.49548333333333416
54,0.523016666666666
55,0.15941666666666668
56,3.0547166666666574
57,0.2684833333333333
58,0.43698333333333267
59,0.14195000000000005
60,0.12461666666666671
61,0.17908333333333293
62,0.10588333333333329
63,19.709466666666575
64,0.06643333333333333
65,1.4123833333333322
66,0.42233333333333284
67,1.0434833333333398
68,4.772066666666665
69,1.1706166666666658
70,0.2952333333333333
71,14.29106666666662
72,0.8144333333333353
73,33.006
74,2.371149999999995
75,38.782933333333354
76,5.54981666666667
77,1.6584833333333382
78,0.565816666666667
79,0.3669166666666672
80,0.09963333333333327
81,1.7256999999999911
82,1.757166666666667
83,7.317033333333319
84,0.9341333333333351
85,1.2758833333333361
86,0.10164999999999996
87,4.746766666666676
88,2.4147333333333276
89,6.0484666666666795
